t,Naive3,UCB1,Random,Softmax0.1,EnsembleEAnnealingUpdateAll,EnsembleRandomUpdateAll,EXP30.5,eAnnealing,eGreedy0.1,
22500,0.0022625336,0.0000000000,0.0010708423,0.0096215591,0.0018864281,,0.0012370894,0.0017914787,0.0016926800,
22600,0.0022603547,0.0000000000,0.0010634775,0.0095940183,0.0018942177,,0.0012240786,0.0017839103,0.0016843690,
22700,0.0022608320,0.0000000000,0.0010615130,0.0095619606,0.0018704363,,0.0012171804,0.0017874500,0.0016747583,
22800,0.0022318558,0.0000000005,0.0010533792,0.0095510812,0.0018641450,,0.0012093074,0.0017592896,0.0016369465,
22900,0.0022151879,0.0000000012,0.0010552823,0.0095624058,0.0018326303,,0.0012066633,0.0017394371,0.0016251505,
23000,0.0022029910,0.0000000000,0.0010735359,0.0095833300,0.0017799177,,0.0012060810,0.0017036230,0.0016072516,
23100,0.0021658394,0.0000000000,0.0010875382,0.0095629858,0.0017564288,,0.0011808293,0.0016801575,0.0015829739,
23200,0.0021463541,0.0000000000,0.0010926402,0.0095642599,0.0017387192,,0.0011622302,0.0016597682,0.0015879336,
23300,0.0021182044,0.0000000000,0.0011032079,0.0095572255,0.0016975663,,0.0011413216,0.0016223138,0.0015749436,
23400,0.0020649356,0.0000000007,0.0011075260,0.0095509325,0.0016876631,,0.0011431790,0.0016233730,0.0015505814,
23500,0.0020405989,0.0000000000,0.0011059611,0.0095555106,0.0016957905,,0.0011087318,0.0016185361,0.0015206481,
23600,0.0020260678,0.0000000000,0.0010801831,0.0095296387,0.0016914075,,0.0011040690,0.0015983303,0.0015285338,
23700,0.0019943528,0.0000000011,0.0010710116,0.0095553542,0.0016733001,,0.0011176790,0.0015609191,0.0015050777,
23800,0.0019527240,0.0000000000,0.0010834459,0.0095342183,0.0016393678,,0.0011211299,0.0015652262,0.0014668560,
23900,0.0019503998,0.0000000005,0.0010752906,0.0095548686,0.0015920559,,0.0011266346,0.0015452743,0.0014560469,
24000,0.0019234888,0.0000000000,0.0010622668,0.0095487374,0.0015694734,,0.0011524883,0.0015046225,0.0014201856,
24100,0.0018726554,0.0000000013,0.0010547634,0.0095488686,0.0015609424,,0.0011526560,0.0014736095,0.0014077606,
24200,0.0018614743,0.0000000008,0.0010650791,0.0095695402,0.0015508287,,0.0011534108,0.0014798351,0.0014098763,
24300,0.0018937867,0.0000000013,0.0011100120,0.0095919408,0.0015345979,,0.0011496836,0.0014240943,0.0014076741,
24400,0.0018430962,0.0000000000,0.0011027373,0.0095747863,0.0015343791,,0.0011569748,0.0013865286,0.0013702322,
24500,0.0018592378,0.0000000011,0.0010855467,0.0095962627,0.0014915680,,0.0011620187,0.0013724648,0.0013748843,
24600,0.0018479966,0.0000000000,0.0010791250,0.0095994516,0.0014828185,,0.0011532065,0.0013546043,0.0013659283,
24700,0.0018142094,0.0000000000,0.0010545033,0.0095834150,0.0015175251,,0.0011482094,0.0013346515,0.0013615263,
24800,0.0018630865,0.0000000000,0.0010516555,0.0095916797,0.0015650860,,0.0011310059,0.0013866943,0.0013815746,
24900,0.0019236319,0.0000000008,0.0010424417,0.0095880328,0.0015436410,,0.0011195555,0.0013957870,0.0014033889,
25000,0.0019497720,0.0000000000,0.0010378736,0.0095909535,0.0015575666,,0.0011238624,0.0013923659,0.0014059360,
25100,0.0019637676,0.0000000013,0.0010230711,0.0095905917,0.0015916887,,0.0011081022,0.0013741170,0.0014119146,
25200,0.0019701052,0.0000000000,0.0010094340,0.0096050061,0.0015960618,,0.0011291571,0.0013974660,0.0014447333,
25300,0.0020007550,0.0000000000,0.0010029921,0.0096238634,0.0015597687,,0.0011177807,0.0014071516,0.0014458662,
25400,0.0019865602,0.0000000008,0.0009882439,0.0096353142,0.0015578781,,0.0011473592,0.0014232288,0.0014207599,
25500,0.0019727712,0.0000000000,0.0009971266,0.0096400665,0.0015702698,,0.0011765534,0.0014061745,0.0014315212,
25600,0.0019705641,0.0000000000,0.0010193407,0.0096508534,0.0015978058,,0.0011530123,0.0014209428,0.0014499275,
25700,0.0019830684,0.0000000000,0.0010376334,0.0096478276,0.0016002891,,0.0011585534,0.0014466251,0.0014675796,
25800,0.0019539433,0.0000000000,0.0010294183,0.0096651717,0.0016157417,,0.0011562542,0.0014412890,0.0014494207,
25900,0.0019513507,0.0000000000,0.0010465715,0.0096591902,0.0016204744,,0.0011662916,0.0014874606,0.0014651056,
26000,0.0019790047,0.0000000008,0.0010155157,0.0096272381,0.0016278335,,0.0011800445,0.0014467879,0.0014623598,
26100,0.0019397382,0.0000000008,0.0010036222,0.0096110351,0.0016438976,,0.0011941532,0.0014471436,0.0014541513,
26200,0.0019696506,0.0000000000,0.0010116127,0.0095951817,0.0016029471,,0.0011957596,0.0014315555,0.0014444653,
26300,0.0019605201,0.0000000005,0.0009829309,0.0095798294,0.0015737986,,0.0011977126,0.0013916004,0.0014396075,
26400,0.0019550348,0.0000000009,0.0009912569,0.0095666272,0.0015543143,,0.0011818303,0.0013818543,0.0014184110,
26500,0.0019597226,0.0000000008,0.0009698763,0.0095816223,0.0015235284,,0.0012097072,0.0013926147,0.0014037922,
26600,0.0019437860,0.0000000008,0.0009870254,0.0095780943,0.0015024532,,0.0012269988,0.0013599153,0.0013797692,
26700,0.0019322564,0.0000000000,0.0009891361,0.0095562821,0.0014852761,,0.0012240718,0.0013335332,0.0013882658,
26800,0.0019208181,0.0000000000,0.0009958832,0.0095652205,0.0014666623,,0.0012415714,0.0013112845,0.0013829951,
26900,0.0019545998,0.0000000000,0.0010072645,0.0095831735,0.0014391075,,0.0012435264,0.0013328956,0.0013730764,
27000,0.0019823893,0.0000000004,0.0009977076,0.0095827498,0.0014563643,,0.0012561199,0.0013269963,0.0013763766,
27100,0.0020353232,0.0000000011,0.0009894763,0.0096054037,0.0014568770,,0.0012557642,0.0013510054,0.0013918582,
27200,0.0020798634,0.0000000004,0.0009879203,0.0095934875,0.0014706573,,0.0012638453,0.0014050853,0.0014111247,
27300,0.0021243927,0.0000000004,0.0009922762,0.0095852501,0.0014817416,,0.0012595656,0.0014306941,0.0014153611,
27400,0.0021524525,0.0000000010,0.0009957388,0.0095855699,0.0015202377,,0.0012426637,0.0014480085,0.0014328137,
27500,0.0021932961,0.0000000000,0.0010127287,0.0095917579,0.0015647535,,0.0012282766,0.0014540636,0.0014414058,
27600,0.0022524074,0.0000000000,0.0010311276,0.0095724789,0.0015679476,,0.0012082577,0.0014635349,0.0014445833,
27700,0.0022786381,0.0000000005,0.0010427807,0.0096071537,0.0015703056,,0.0012138020,0.0014656743,0.0014320622,
27800,0.0022600675,0.0000000000,0.0010376464,0.0095899942,0.0015372470,,0.0012232032,0.0014698430,0.0014003005,
27900,0.0022385897,0.0000000000,0.0010553068,0.0095811509,0.0015213619,,0.0012024222,0.0014642677,0.0014100454,
28000,0.0022284713,0.0000000000,0.0010626416,0.0095916571,0.0015530663,,0.0011881251,0.0014431223,0.0014211489,
28100,0.0022289884,0.0000000010,0.0010669365,0.0095915337,0.0015789651,,0.0012045444,0.0014383448,0.0014238108,
28200,0.0022568835,0.0000000013,0.0010640189,0.0095893407,0.0015936189,,0.0011913645,0.0014386882,0.0014281391,
28300,0.0022830811,0.0000000000,0.0010547843,0.0095644966,0.0015790608,,0.0012062934,0.0014526034,0.0014233047,
28400,0.0023080639,0.0000000000,0.0010643718,0.0095736182,0.0015930814,,0.0011995765,0.0014585741,0.0014308633,
28500,0.0023202217,0.0000000000,0.0010576614,0.0095705160,0.0016071252,,0.0011896013,0.0014858424,0.0014581639,
28600,0.0023322779,0.0000000000,0.0010444632,0.0095653547,0.0016421624,,0.0011916838,0.0015020701,0.0014846943,
28700,0.0023624944,0.0000000000,0.0010722618,0.0095661328,0.0016395751,,0.0012054104,0.0015196299,0.0014978634,
28800,0.0023990710,0.0000000000,0.0010589109,0.0095676710,0.0016580306,,0.0011914041,0.0015245165,0.0015186133,
28900,0.0024165184,0.0000000000,0.0010584085,0.0095727322,0.0016932208,,0.0011754915,0.0015272522,0.0015412988,
29000,0.0024422988,0.0000000000,0.0010577170,0.0095934449,0.0017085159,,0.0011705563,0.0015229022,0.0015220053,
29100,0.0024337645,0.0000000004,0.0010604950,0.0095923389,0.0017052351,,0.0011719305,0.0015380672,0.0015473040,
29200,0.0024443556,0.0000000014,0.0010428077,0.0095945909,0.0016903902,,0.0011720520,0.0015416830,0.0015358269,
29300,0.0024452657,0.0000000000,0.0010508262,0.0095933936,0.0016792195,,0.0011603543,0.0015530360,0.0015159527,
29400,0.0024350487,0.0000000000,0.0010480063,0.0095855782,0.0016693394,,0.0011478219,0.0015327234,0.0014992800,
29500,0.0024326232,0.0000000000,0.0010432454,0.0096442122,0.0016668742,,0.0011662938,0.0015219823,0.0014863573,
29600,0.0024452109,0.0000000013,0.0010432270,0.0096485485,0.0016420522,,0.0011764650,0.0015130685,0.0014864583,
29700,0.0024443671,0.0000000005,0.0010362741,0.0096830371,0.0016351962,,0.0011684682,0.0014944122,0.0014814904,
29800,0.0024395404,0.0000000011,0.0010149798,0.0096797104,0.0016304279,,0.0011835033,0.0015042456,0.0014826013,
29900,0.0024479153,0.0000000000,0.0009918144,0.0096883427,0.0016305477,,0.0011998643,0.0015180594,0.0014875426,
30000,0.0024669504,0.0000000012,0.0010085998,0.0096909490,0.0016426030,,0.0011719673,0.0015061442,0.0014959971,
30100,0.0024533971,0.0000000004,0.0010194927,0.0096769934,0.0016741207,,0.0011624948,0.0015350551,0.0015290515,
30200,0.0024661932,0.0000000000,0.0010209850,0.0096759841,0.0016837409,,0.0011880175,0.0015685569,0.0015391570,
30300,0.0024891629,0.0000000000,0.0010330832,0.0096885493,0.0017136420,,0.0012041110,0.0016127215,0.0015835647,
30400,0.0025346051,0.0000000000,0.0010529067,0.0096935208,0.0017477244,,0.0011854769,0.0016353703,0.0016142146,
30500,0.0025802487,0.0000000000,0.0010595180,0.0097068336,0.0017910807,,0.0012071928,0.0016627531,0.0016371986,
30600,0.0026198927,0.0000000000,0.0010737944,0.0097000942,0.0018391113,,0.0012030953,0.0016926212,0.0016472641,
30700,0.0026639575,0.0000000000,0.0010791917,0.0096910738,0.0018464050,,0.0012141757,0.0017067078,0.0016501053,
30800,0.0026732743,0.0000000011,0.0010748372,0.0097030753,0.0018604568,,0.0012211821,0.0017096060,0.0016427951,
30900,0.0026736595,0.0000000007,0.0010697084,0.0097095133,0.0018915814,,0.0012235221,0.0016969608,0.0016487924,
31000,0.0026818871,0.0000000000,0.0010443315,0.0097220607,0.0018870163,,0.0012203501,0.0017034101,0.0016742236,
31100,0.0026700097,0.0000000013,0.0010525647,0.0097146379,0.0018692413,,0.0012146612,0.0017119310,0.0017000618,
31200,0.0026971003,0.0000000000,0.0010570219,0.0097047711,0.0018856344,,0.0012017849,0.0017312717,0.0017080657,
31300,0.0027150234,0.0000000013,0.0010627144,0.0097154072,0.0019209872,,0.0011866691,0.0017376814,0.0017202992,
31400,0.0026828887,0.0000000000,0.0010789951,0.0097146449,0.0019299148,,0.0011934364,0.0017528060,0.0017306703,
31500,0.0027069693,0.0000000000,0.0010698953,0.0097014616,0.0019235165,,0.0011958960,0.0017613107,0.0017247135,
31600,0.0026998098,0.0000000000,0.0010659597,0.0097092493,0.0018967364,,0.0012041087,0.0017461483,0.0017293882,
31700,0.0027265979,0.0000000012,0.0010684679,0.0097295846,0.0018865515,,0.0012043727,0.0017386512,0.0017028780,
31800,0.0027079002,0.0000000000,0.0010571083,0.0097408595,0.0018518960,,0.0012159596,0.0017317520,0.0017000532,
31900,0.0027078834,0.0000000000,0.0010631898,0.0097388076,0.0018550181,,0.0012062178,0.0017122053,0.0017098774,
32000,0.0026950445,0.0000000000,0.0010527301,0.0097306778,0.0018584152,,0.0011951345,0.0017465023,0.0017240477,
32100,0.0027133211,0.0000000010,0.0010454023,0.0097236772,0.0018819337,,0.0011733705,0.0017457763,0.0017142856,
32200,0.0027509101,0.0000000000,0.0010370060,0.0097410922,0.0019119129,,0.0011604315,0.0017551237,0.0017300506,
32300,0.0027971070,0.0000000005,0.0010226781,0.0097619001,0.0019221349,,0.0011594389,0.0017927826,0.0017361107,
32400,0.0028392702,0.0000000000,0.0010192104,0.0097732026,0.0019144065,,0.0011508966,0.0017953203,0.0017085008,
32500,0.0028006102,0.0000000000,0.0010199439,0.0097671352,0.0019158104,,0.0011722942,0.0017691175,0.0017115457,
32600,0.0027726040,0.0000000000,0.0010311214,0.0097668236,0.0019154282,,0.0011683654,0.0017417605,0.0016812857,
32700,0.0027756260,0.0000000000,0.0010357659,0.0097625480,0.0018908822,,0.0011514252,0.0017555417,0.0016796082,
32800,0.0027651515,0.0000000004,0.0010247622,0.0097771120,0.0018880371,,0.0011308442,0.0017452309,0.0016824849,
32900,0.0027283830,0.0000000013,0.0010304244,0.0097877716,0.0018754119,,0.0011198522,0.0017396032,0.0016515844,
33000,0.0027238520,0.0000000010,0.0010339146,0.0098010984,0.0018676640,,0.0011343322,0.0017429512,0.0016649091,
33100,0.0027099703,0.0000000000,0.0010377308,0.0098042713,0.0018534992,,0.0011360655,0.0017336757,0.0016524281,
33200,0.0026809389,0.0000000010,0.0010053565,0.0098204936,0.0018441488,,0.0011325889,0.0017104332,0.0016556377,
33300,0.0026637912,0.0000000011,0.0010001127,0.0098254612,0.0018133049,,0.0011320472,0.0017032984,0.0016531543,
33400,0.0026387943,0.0000000009,0.0009869919,0.0098233388,0.0018153158,,0.0011269688,0.0017207175,0.0016610139,
33500,0.0026051226,0.0000000004,0.0009932176,0.0098221057,0.0018066721,,0.0011382010,0.0017007348,0.0016535374,
33600,0.0025974079,0.0000000010,0.0009899498,0.0098517326,0.0017829020,,0.0011334194,0.0017177673,0.0016673105,
33700,0.0026013282,0.0000000013,0.0009971305,0.0098541340,0.0017828172,,0.0011348975,0.0016953785,0.0016709437,
33800,0.0026046690,0.0000000011,0.0009927442,0.0098444124,0.0017762583,,0.0011357286,0.0016899017,0.0016605630,
33900,0.0025985924,0.0000000011,0.0009889823,0.0098560657,0.0017761405,,0.0011465494,0.0016892364,0.0016663168,
34000,0.0026057241,0.0000000000,0.0009796309,0.0098521792,0.0017806414,,0.0011397037,0.0016742951,0.0016540660,
34100,0.0026077604,0.0000000000,0.0009569261,0.0098550077,0.0017813113,,0.0011326610,0.0016736006,0.0016403276,
34200,0.0026221224,0.0000000000,0.0009566447,0.0098328379,0.0017895633,,0.0011221494,0.0016581440,0.0016269068,
34300,0.0026266302,0.0000000013,0.0009314921,0.0098475184,0.0017871766,,0.0011124808,0.0016661087,0.0016273080,
34400,0.0026506676,0.0000000000,0.0009351530,0.0098390284,0.0017965473,,0.0011025365,0.0016517001,0.0016130080,
34500,0.0026276019,0.0000000000,0.0009339882,0.0098453799,0.0017925830,,0.0011003847,0.0016509844,0.0016018106,
34600,0.0026103573,0.0000000009,0.0009580049,0.0098604309,0.0017786106,,0.0011063024,0.0016550064,0.0016155380,
34700,0.0025842502,0.0000000000,0.0009620939,0.0098805780,0.0017561677,,0.0011121430,0.0016464960,0.0015908216,
34800,0.0025505972,0.0000000000,0.0009757286,0.0098864200,0.0017527303,,0.0011219624,0.0016270078,0.0015960335,
34900,0.0025338015,0.0000000000,0.0009685511,0.0098994684,0.0017346715,,0.0011171699,0.0016102523,0.0015782739,
35000,0.0025385464,0.0000000000,0.0009587407,0.0099323699,0.0017164770,,0.0011006825,0.0016290935,0.0015982839,
35100,0.0025277619,0.0000000000,0.0009513373,0.0099381327,0.0017177069,,0.0010936263,0.0016028918,0.0015964774,
35200,0.0025325830,0.0000000012,0.0009515992,0.0099308128,0.0017136358,,0.0011050211,0.0016065310,0.0015856939,
35300,0.0025468730,0.0000000010,0.0009370570,0.0099227249,0.0017349028,,0.0011053690,0.0016009192,0.0015762312,
35400,0.0025505398,0.0000000004,0.0009352603,0.0099309580,0.0017192413,,0.0011016201,0.0015861467,0.0015627172,
35500,0.0025650993,0.0000000000,0.0009375664,0.0099210798,0.0017160740,,0.0011235188,0.0016016407,0.0015530531,
35600,0.0025131571,0.0000000012,0.0009280801,0.0099123761,0.0017250161,,0.0011292077,0.0015840580,0.0015401714,
35700,0.0025031879,0.0000000000,0.0009265936,0.0099376464,0.0017131757,,0.0011427233,0.0015777711,0.0015232018,
35800,0.0025027943,0.0000000011,0.0009284952,0.0099468267,0.0016942914,,0.0011341837,0.0015892374,0.0015336841,
35900,0.0024933723,0.0000000004,0.0009422285,0.0099611878,0.0016912113,,0.0011376617,0.0015660014,0.0015191941,
36000,0.0024858121,0.0000000000,0.0009318695,0.0099789847,0.0016662949,,0.0011483986,0.0015805759,0.0015261717,
36100,0.0025000252,0.0000000000,0.0009247368,0.0099745108,0.0016815180,,0.0011503385,0.0015712111,0.0015337883,
36200,0.0024925869,0.0000000000,0.0009339242,0.0099600217,0.0016826596,,0.0011432949,0.0015792579,0.0015104023,
36300,0.0025057097,0.0000000000,0.0009463226,0.0099640363,0.0016875929,,0.0011474163,0.0015717591,0.0015210770,
36400,0.0025110892,0.0000000000,0.0009561854,0.0099424355,0.0016774740,,0.0011479441,0.0015747271,0.0015292125,
36500,0.0025064875,0.0000000000,0.0009388448,0.0099448650,0.0016774280,,0.0011278469,0.0015591930,0.0014999276,
36600,0.0024925471,0.0000000000,0.0009401375,0.0099448763,0.0017012551,,0.0011411283,0.0015541766,0.0015005473,
36700,0.0024973080,0.0000000004,0.0009428271,0.0099494788,0.0016695972,,0.0011374871,0.0015484313,0.0015017291,
36800,0.0024792861,0.0000000000,0.0009420461,0.0099524990,0.0016659229,,0.0011307657,0.0015369228,0.0014775947,
36900,0.0024435379,0.0000000009,0.0009331173,0.0099501788,0.0016674157,,0.0011347303,0.0015461554,0.0014741750,
37000,0.0023999366,0.0000000012,0.0009490427,0.0099641432,0.0016581564,,0.0011469059,0.0015309684,0.0014837542,
37100,0.0024083046,0.0000000000,0.0009574744,0.0099399523,0.0016225995,,0.0011592146,0.0015256573,0.0014758514,
37200,0.0024054674,0.0000000000,0.0009695828,0.0099313011,0.0016128756,,0.0011520555,0.0015088063,0.0014677091,
37300,0.0024180265,0.0000000014,0.0009708272,0.0099302816,0.0016143439,,0.0011375288,0.0015096810,0.0014706896,
37400,0.0024214144,0.0000000013,0.0009678428,0.0099206513,0.0016226719,,0.0011516659,0.0015175754,0.0014632233,
37500,0.0024211537,0.0000000009,0.0009669226,0.0099100891,0.0016306952,,0.0011565210,0.0015090813,0.0014540671,
37600,0.0024348100,0.0000000000,0.0009738642,0.0099151029,0.0016301427,,0.0011499392,0.0015190843,0.0014348152,
37700,0.0024365928,0.0000000000,0.0009670458,0.0099215030,0.0016257431,,0.0011418094,0.0015218061,0.0014325548,
37800,0.0024085714,0.0000000000,0.0009688687,0.0099404526,0.0016269468,,0.0011403743,0.0014974082,0.0014245444,
37900,0.0023569986,0.0000000004,0.0009568850,0.0099428610,0.0016157489,,0.0011181422,0.0014976592,0.0014267365,
38000,0.0023328904,0.0000000011,0.0009670234,0.0099487226,0.0015907663,,0.0011302501,0.0014900927,0.0014178424,
38100,0.0023103236,0.0000000000,0.0009602851,0.0099544660,0.0015764481,,0.0011485502,0.0014878225,0.0014133885,
38200,0.0022924809,0.0000000000,0.0009465436,0.0099480860,0.0015574721,,0.0011379980,0.0014875100,0.0014262308,
38300,0.0022623369,0.0000000011,0.0009451464,0.0099428713,0.0015467806,,0.0011548835,0.0014644719,0.0014265555,
38400,0.0022554749,0.0000000011,0.0009447442,0.0099481771,0.0015416787,,0.0011506341,0.0014654256,0.0014308903,
38500,0.0022556753,0.0000000000,0.0009339365,0.0099573745,0.0015458768,,0.0011578639,0.0014500371,0.0014412253,
38600,0.0022714353,0.0000000009,0.0009347575,0.0099444302,0.0015480389,,0.0011648931,0.0014474672,0.0014415122,
38700,0.0023024802,0.0000000000,0.0009397146,0.0099234959,0.0015422862,,0.0011658177,0.0014521335,0.0014424901,
38800,0.0023196220,0.0000000008,0.0009202888,0.0099015147,0.0015416504,,0.0011706725,0.0014430865,0.0014581169,
38900,0.0023085124,0.0000000014,0.0009146320,0.0099004185,0.0015454074,,0.0011576765,0.0014425061,0.0014502961,
39000,0.0022885483,0.0000000000,0.0008883428,0.0098813056,0.0015577768,,0.0011564377,0.0014379092,0.0014275935,
39100,0.0022941604,0.0000000000,0.0008848593,0.0098475507,0.0015424228,,0.0011466484,0.0014438029,0.0014263711,
39200,0.0022938114,0.0000000011,0.0008843772,0.0098271896,0.0015518976,,0.0011419913,0.0014241702,0.0014253205,
39300,0.0023177608,0.0000000009,0.0008852397,0.0098015406,0.0015500238,,0.0011456487,0.0014297198,0.0014150786,
39400,0.0023409951,0.0000000000,0.0008758962,0.0097724951,0.0015592175,,0.0011445265,0.0014369846,0.0014265510,
39500,0.0023426464,0.0000000009,0.0008703492,0.0097559212,0.0015769666,,0.0011335988,0.0014233238,0.0014275817,
39600,0.0023655107,0.0000000007,0.0008657506,0.0097400054,0.0015801996,,0.0011465750,0.0014338284,0.0014164791,
39700,0.0023811633,0.0000000011,0.0008694907,0.0097355705,0.0016005987,,0.0011619601,0.0014331202,0.0014123490,
39800,0.0023797277,0.0000000000,0.0008861051,0.0097124525,0.0015894174,,0.0011341673,0.0014455194,0.0014001702,
39900,0.0023532220,0.0000000008,0.0008948268,0.0097065108,0.0015773754,,0.0011490866,0.0014364948,0.0013947595,
40000,0.0023289161,0.0000000012,0.0009022813,0.0096839324,0.0015609009,,0.0011542151,0.0014300000,0.0013965680,
40100,0.0022810650,0.0000000000,0.0009087425,0.0096635267,0.0015581069,,0.0011535313,0.0014173038,0.0013839740,
40200,0.0022677341,0.0000000012,0.0009105345,0.0096623874,0.0015334835,,0.0011599368,0.0014216275,0.0013737771,
